country,year,suicides_no,population,Status,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling
Germany,2006,9775,78828994,Developed,79.6,84.0,3.0,11.76,6407.535954,87.0,2307.0,58.0,3.0,94.0,1.34,96.0,0.1,36447.87232,1.1,1.1,0.892,16.5
Germany,2007,9409,78776585,Developed,79.8,82.0,3.0,11.5,7777.556353,86.0,567.0,58.5,3.0,95.0,1.18,96.0,0.1,41814.8191,1.1,1.1,0.898,16.6
Germany,2008,9459,78662789,Developed,79.9,8.0,2.0,11.36,8285.264655,87.0,917.0,59.0,3.0,95.0,1.39,96.0,0.1,45699.19832,1.1,1.1,0.903,16.6
Germany,2009,9579,78448602,Developed,80.0,79.0,2.0,11.22,7641.270645,88.0,574.0,59.5,3.0,95.0,11.4,96.0,0.1,41732.7725,1.1,1.1,0.906,16.7
Germany,2010,10030,78349067,Developed,81.0,76.0,2.0,11.2,7584.078579,88.0,780.0,59.9,3.0,94.0,11.25,95.0,0.1,41785.55691,1.1,1.1,0.907,16.7
Germany,2011,10153,78371140,Developed,85.0,74.0,2.0,11.2,869.790735,88.0,1607.0,6.4,3.0,94.0,1.93,95.0,0.1,4681.32796,1.1,1.1,0.912,16.8
Germany,2012,9896,78508115,Developed,86.0,71.0,2.0,11.18,839.91332,88.0,166.0,6.9,3.0,94.0,1.99,95.0,0.1,4465.24891,1.1,1.1,0.916,16.9
Germany,2013,10091,77270988,Developed,86.0,71.0,2.0,10.94,895.8779503,88.0,1771.0,61.4,3.0,94.0,11.16,95.0,0.1,4653.91143,1.1,1.1,0.919,16.9
Germany,2014,10217,77552369,Developed,89.0,69.0,2.0,11.03,941.7562909,88.0,443.0,61.9,3.0,94.0,11.3,95.0,0.1,4792.65288,1.1,1.1,0.92,17.0
Germany,2015,10088,78136683,Developed,81.0,68.0,2.0,,0.0,88.0,2464.0,62.3,3.0,94.0,,95.0,0.1,41176.88158,1.1,1.1,0.924,17.1
Greece,2005,400,10582816,Developing,79.3,81.0,0.0,9.95,2785.139364,93.0,122.0,6.5,1.0,96.0,9.36,96.0,0.1,22551.73574,0.8,0.7,0.839,15.6
Greece,2006,394,10618891,Developing,79.7,77.0,0.0,9.42,318.5806628,94.0,0.0,61.2,1.0,98.0,9.34,98.0,0.1,2481.15781,0.8,0.7,0.85,16.3
Greece,2007,328,10653591,Developing,79.4,8.0,0.0,9.67,3632.243121,95.0,2.0,61.8,0.0,99.0,9.41,99.0,0.1,28827.32636,0.8,0.7,0.855,16.4
Greece,2008,373,10686723,Developing,79.9,77.0,0.0,9.51,3682.88717,95.0,1.0,62.4,0.0,99.0,9.76,99.0,0.1,31997.2821,0.8,0.7,0.853,15.9
Greece,2009,391,10719618,Developing,80.0,78.0,0.0,9.08,372.6854142,95.0,2.0,63.1,0.0,99.0,9.76,99.0,0.1,2971.973,0.8,0.7,0.857,16.2
Greece,2010,377,10735384,Developing,83.0,76.0,0.0,9.0,3189.754439,95.0,149.0,63.7,0.0,99.0,9.18,99.0,0.1,26917.75898,0.8,0.7,0.859,16.4
Greece,2011,477,10728724,Developing,85.0,76.0,0.0,8.02,3192.887363,95.0,40.0,64.3,0.0,99.0,9.77,99.0,0.1,25916.29353,0.8,0.7,0.86,16.7
Greece,2012,508,10539802,Developing,84.0,76.0,0.0,8.2,2528.992935,98.0,3.0,64.9,0.0,99.0,9.24,99.0,0.1,22242.68193,0.8,0.7,0.858,16.8
Greece,2013,533,10431289,Developing,86.0,74.0,0.0,7.46,2183.106986,98.0,3.0,65.4,0.0,99.0,9.26,99.0,0.1,21874.8195,0.8,0.7,0.86,17.1
Greece,2014,565,10380547,Developing,88.0,73.0,0.0,7.53,2163.043414,96.0,1.0,66.0,0.0,99.0,8.8,99.0,0.1,21673.7817,0.8,0.7,0.862,17.2
Greece,2015,529,10331286,Developing,81.0,72.0,0.0,,0.0,96.0,1.0,66.5,0.0,99.0,,99.0,0.1,187.78991,0.8,0.7,0.865,17.2
Grenada,2005,6,93685,Developing,71.5,169.0,0.0,8.8,119.5548694,99.0,0.0,4.5,0.0,99.0,5.5,99.0,0.1,6754.512393,3.9,4.0,0.0,14.9
Grenada,2006,1,94126,Developing,71.7,167.0,0.0,9.06,662.2663687,91.0,0.0,41.1,0.0,91.0,5.99,91.0,0.1,6764.722867,3.9,3.9,0.0,15.1
Grenada,2007,3,94418,Developing,71.9,164.0,0.0,9.06,95.19375921,96.0,0.0,41.8,0.0,96.0,5.88,96.0,0.1,7322.596862,3.9,3.9,0.0,15.3
Grenada,2008,0,94585,Developing,72.1,162.0,0.0,8.92,754.9597129,99.0,0.0,42.4,0.0,99.0,5.76,99.0,0.1,7946.944346,3.8,3.9,0.0,15.4
Grenada,2009,0,94746,Developing,72.4,158.0,0.0,8.42,146.4384488,99.0,0.0,43.1,0.0,99.0,6.24,99.0,0.1,7395.88125,3.8,3.8,0.0,15.6
Grenada,2010,0,94980,Developing,72.6,154.0,0.0,7.91,145.8401998,97.0,0.0,43.9,0.0,94.0,6.41,97.0,0.1,7365.666659,3.8,3.8,0.0,15.8
Grenada,2011,1,95102,Developing,72.9,15.0,0.0,7.84,11.56715633,94.0,0.0,44.7,0.0,95.0,6.35,95.0,0.1,741.48438,3.8,3.8,0.741,15.8
Grenada,2012,2,95426,Developing,73.1,146.0,0.0,8.07,865.9999782,97.0,0.0,45.6,0.0,98.0,6.36,97.0,0.1,7583.1872,3.8,3.8,0.744,15.8
Grenada,2013,0,95876,Developing,73.3,144.0,0.0,8.25,780.4459281,97.0,0.0,46.5,0.0,98.0,6.15,97.0,0.1,7955.615985,3.8,3.8,0.746,15.8
Grenada,2014,0,96393,Developing,73.5,143.0,0.0,8.42,789.2764615,97.0,0.0,47.4,0.0,81.0,6.1,97.0,0.1,8569.776998,3.8,3.8,0.749,15.8
Grenada,2015,0,96892,Developing,73.6,142.0,0.0,,0.0,92.0,0.0,48.4,0.0,99.0,,92.0,0.1,9212.192824,3.8,3.8,0.751,15.8
Guatemala,2005,238,11104906,Developing,69.2,28.0,14.0,2.35,41.50845637,87.0,0.0,43.8,18.0,87.0,6.79,87.0,0.4,277.83438,1.4,1.4,0.567,9.6
Guatemala,2006,298,11397134,Developing,69.7,24.0,14.0,2.38,352.0244894,89.0,0.0,44.5,17.0,9.0,7.7,89.0,0.4,2256.56724,1.4,1.4,0.57,9.8
Guatemala,2007,327,11708397,Developing,75.0,192.0,13.0,2.4,380.9632429,85.0,0.0,45.2,16.0,85.0,6.86,85.0,0.4,2489.955836,1.3,1.3,0.578,10.1
Guatemala,2008,492,12032885,Developing,79.0,19.0,13.0,2.21,472.2234994,95.0,0.0,45.9,15.0,96.0,6.65,95.0,0.4,2794.22189,1.3,1.3,0.589,10.4
Guatemala,2009,511,12359945,Developing,76.0,198.0,12.0,2.14,445.4423371,92.0,0.0,46.5,15.0,92.0,6.79,92.0,0.4,2635.753474,1.3,1.3,0.596,10.4
Guatemala,2010,352,12682151,Developing,77.0,196.0,12.0,2.14,443.3248254,94.0,0.0,47.2,14.0,94.0,6.64,94.0,0.4,2825.5247,1.3,1.3,0.602,10.5
Guatemala,2011,359,13017342,Developing,71.1,193.0,11.0,2.16,457.7745845,88.0,0.0,47.9,14.0,88.0,6.28,88.0,0.4,3187.845296,1.2,1.2,0.609,10.5
Guatemala,2012,420,13335425,Developing,71.3,189.0,11.0,2.02,484.7187892,96.0,0.0,48.6,13.0,94.0,6.33,96.0,0.4,3299.65139,1.2,1.2,0.616,10.6
Guatemala,2013,455,13641878,Developing,71.4,189.0,11.0,1.93,582.1469583,85.0,0.0,49.3,13.0,84.0,6.3,85.0,0.4,3452.828934,1.2,1.2,0.611,10.7
Guatemala,2014,512,13947190,Developing,71.7,187.0,10.0,1.88,657.5282797,73.0,0.0,49.9,13.0,65.0,6.2,73.0,0.4,3687.763767,1.2,1.2,0.614,10.7
Guatemala,2015,494,14258397,Developing,71.9,186.0,10.0,,0.0,74.0,0.0,5.6,12.0,9.0,,74.0,0.4,3923.573344,1.2,1.2,0.637,10.7
Guyana,2005,169,667709,Developing,65.0,238.0,1.0,7.35,17.46405901,93.0,0.0,39.0,1.0,93.0,5.83,93.0,1.8,198.455216,5.7,5.5,0.619,11.4
Guyana,2006,201,668408,Developing,65.2,24.0,1.0,7.04,170.6325842,93.0,0.0,39.6,1.0,92.0,4.67,93.0,1.1,1945.6395,5.7,5.5,0.622,11.7
Guyana,2007,185,668788,Developing,65.7,232.0,1.0,7.2,362.8702271,94.0,0.0,4.3,1.0,94.0,6.45,94.0,1.9,2327.58324,5.7,5.5,0.62,11.2
Guyana,2008,168,669253,Developing,66.3,218.0,1.0,7.32,493.3279293,93.0,0.0,4.9,1.0,93.0,7.46,93.0,0.8,2576.124957,5.6,5.4,0.618,10.7
Guyana,2009,156,670155,Developing,66.1,218.0,0.0,7.49,466.6693698,98.0,0.0,41.6,1.0,97.0,7.32,98.0,0.3,2716.35256,5.6,5.4,0.618,10.5
Guyana,2010,205,671825,Developing,65.9,221.0,0.0,7.52,48.02859441,95.0,0.0,42.4,1.0,95.0,6.6,95.0,0.4,326.281212,5.6,5.3,0.618,10.2
Guyana,2011,192,675283,Developing,65.6,229.0,0.0,7.56,536.2332523,93.0,0.0,43.2,1.0,93.0,6.8,93.0,0.4,3439.597513,5.6,5.3,0.624,10.3
Guyana,2012,206,679356,Developing,65.8,22.0,0.0,7.57,497.4719464,97.0,0.0,44.1,1.0,97.0,6.57,97.0,0.3,3785.935665,5.6,5.3,0.63,10.6
Guyana,2013,210,683867,Developing,65.9,218.0,0.0,7.56,345.9044258,98.0,0.0,45.0,1.0,98.0,5.1,98.0,0.3,3944.178173,5.5,5.3,0.633,10.3
Hungary,2005,2619,9608943,Developed,72.9,182.0,1.0,12.94,1317.08348,,2.0,58.8,1.0,99.0,8.28,99.0,0.1,11161.72441,2.0,2.0,0.795,15.0
Hungary,2006,2461,9591110,Developed,73.4,177.0,1.0,13.16,1299.459306,,1.0,59.3,1.0,99.0,8.1,99.0,0.1,11398.76584,2.0,2.0,0.802,15.2
Hungary,2007,2450,9572938,Developed,73.5,176.0,1.0,12.55,163.3433278,,0.0,59.9,1.0,99.0,7.51,99.0,0.1,13842.6549,1.9,1.9,0.809,15.3
Hungary,2008,2476,9552784,Developed,74.1,165.0,1.0,11.64,181.7634078,,0.0,6.5,1.0,99.0,7.33,99.0,0.1,15669.25929,1.9,1.9,0.812,15.3
Hungary,2009,2460,9534237,Developed,74.2,162.0,0.0,11.46,1281.155944,,1.0,61.1,1.0,99.0,7.55,99.0,0.1,12967.16543,1.8,1.8,0.816,15.3
Hungary,2010,2489,9514005,Developed,74.5,156.0,0.0,10.78,19.22023996,,0.0,61.7,1.0,99.0,7.85,99.0,0.1,1325.53379,1.8,1.8,0.817,15.3
Hungary,2011,2420,9495011,Developed,74.8,15.0,0.0,11.51,17.82121883,,5.0,62.4,1.0,99.0,7.84,99.0,0.1,1448.87958,1.7,1.7,0.821,15.4
Hungary,2012,2349,9453181,Developed,75.0,146.0,0.0,11.27,164.2793407,,2.0,63.0,1.0,99.0,7.74,99.0,0.1,12834.32349,1.7,1.7,0.823,15.4
Hungary,2013,2092,9433840,Developed,75.5,139.0,0.0,10.88,155.1952076,,1.0,63.6,1.0,99.0,7.53,99.0,0.1,13613.6147,1.7,1.7,0.824,15.4
Hungary,2014,1925,9412788,Developed,75.6,137.0,0.0,0.01,160.9449342,,0.0,64.2,0.0,99.0,7.4,99.0,0.1,14117.97668,1.7,1.6,0.834,15.8
Hungary,2015,1868,9389519,Developed,75.8,134.0,0.0,,0.0,,0.0,64.8,0.0,99.0,,99.0,0.1,12365.6263,1.6,1.6,0.834,15.6
Iceland,2005,33,274929,Developed,81.0,62.0,0.0,7.05,10631.20379,,0.0,56.9,0.0,95.0,9.21,95.0,0.1,56249.7555,0.9,0.9,0.879,17.9
Iceland,2006,32,282999,Developed,81.1,61.0,0.0,7.2,1003.139804,,0.0,57.4,0.0,97.0,8.96,97.0,0.1,5613.54115,0.9,0.9,0.884,18.1
Iceland,2007,37,289712,Developed,81.3,59.0,0.0,7.53,12042.97366,,0.0,57.8,0.0,97.0,8.75,97.0,0.1,68348.31817,0.9,0.9,0.887,18.2
Iceland,2008,38,296836,Developed,81.4,58.0,0.0,8.49,7613.814999,,0.0,58.1,0.0,98.0,8.8,98.0,0.1,55575.29196,0.9,0.9,0.892,18.2
Iceland,2009,36,296204,Developed,81.6,55.0,0.0,10.22,687.5776358,,0.0,58.5,0.0,96.0,9.12,96.0,0.1,4461.89251,0.9,0.9,0.894,18.4
Iceland,2010,46,294620,Developed,81.8,53.0,0.0,8.25,6005.575763,,0.0,58.9,0.0,96.0,8.86,96.0,0.1,41676.44527,0.9,0.9,0.894,18.4
Iceland,2011,27,295475,Developed,82.1,51.0,0.0,8.13,7.0480925,,0.0,59.3,0.0,95.0,8.65,95.0,0.1,46.217,0.9,0.9,0.894,18.6
Iceland,2012,37,297238,Developed,82.5,5.0,0.0,7.81,6818.546407,,0.0,59.7,0.0,89.0,8.68,89.0,0.1,44333.8518,1.0,0.9,0.901,18.7
Iceland,2013,49,300456,Developed,82.4,5.0,0.0,7.31,764.5440691,,0.0,6.2,0.0,91.0,8.75,91.0,0.1,4781.3888,1.0,0.9,0.907,19.0
Iceland,2014,44,304472,Developed,82.5,49.0,0.0,7.45,8254.020763,,0.0,6.6,0.0,9.0,8.86,9.0,0.1,52473.11356,1.0,0.9,0.915,19.0
Iceland,2015,40,308554,Developed,82.7,49.0,0.0,,0.0,,0.0,61.0,0.0,92.0,,92.0,0.1,5734.4436,1.0,0.9,0.919,19.0
Ireland,2005,451,3833357,Developed,78.7,78.0,0.0,13.31,973.681333,,95.0,55.1,0.0,9.0,7.27,9.0,0.1,5886.82789,0.3,0.2,0.889,17.5
Ireland,2006,452,3937578,Developed,79.0,78.0,0.0,13.44,9126.931178,,87.0,55.8,0.0,91.0,7.22,91.0,0.1,54326.9713,0.3,0.2,0.896,17.6
Ireland,2007,458,4026707,Developed,79.5,75.0,0.0,13.59,9797.552661,,64.0,56.6,0.0,92.0,7.57,92.0,0.1,61388.17457,0.3,0.2,0.902,17.6
Ireland,2008,506,4094192,Developed,79.8,75.0,0.0,12.66,9528.230574,,57.0,57.4,0.0,93.0,8.64,93.0,0.1,61235.415,0.3,0.2,0.908,17.9
Ireland,2009,527,4117667,Developed,79.7,77.0,0.0,11.41,7620.823456,,164.0,58.2,0.0,94.0,9.53,94.0,0.1,51983.78892,0.3,0.2,0.909,17.9
Ireland,2010,486,4264857,Developed,86.0,68.0,0.0,11.88,4509.234803,46.0,443.0,58.9,0.0,94.0,8.76,94.0,0.1,48538.58776,0.3,0.2,0.907,18.2
Ireland,2011,554,4218849,Developed,84.0,7.0,0.0,11.72,6386.95437,95.0,285.0,59.7,0.0,95.0,8.15,95.0,0.1,52567.52568,0.3,0.2,0.909,18.5
Ireland,2012,542,4220806,Developed,85.0,69.0,0.0,11.49,6616.695125,95.0,107.0,6.5,0.0,95.0,8.32,95.0,0.1,49231.36254,0.3,0.2,0.895,18.5
Ireland,2013,487,4227378,Developed,81.0,67.0,0.0,10.49,703.5527332,95.0,51.0,61.3,0.0,96.0,8.1,96.0,0.1,5234.76736,0.3,0.2,0.902,18.6
Ireland,2014,486,4328043,Developed,81.2,66.0,0.0,10.75,746.3670453,95.0,33.0,62.1,0.0,96.0,7.78,96.0,0.1,5553.32623,0.3,0.2,0.91,18.6
Israel,2005,425,6220861,Developing,80.0,71.0,1.0,2.41,250.9343317,96.0,2.0,6.6,1.0,95.0,7.44,93.0,0.1,2611.17931,1.1,1.1,0.866,15.8
Israel,2006,367,6334485,Developing,84.0,68.0,1.0,2.23,33.58620657,96.0,9.0,61.1,1.0,94.0,7.38,95.0,0.1,2195.1769,1.1,1.1,0.87,15.7
Israel,2007,326,6448814,Developing,84.0,68.0,1.0,2.33,4.3451016,99.0,539.0,61.6,1.0,95.0,7.37,95.0,0.1,258.637,1.1,1.1,0.872,15.7
Israel,2008,354,6565602,Developing,81.0,65.0,1.0,2.47,471.5533294,99.0,931.0,62.1,1.0,94.0,7.33,94.0,0.1,29657.4421,1.1,1.1,0.877,15.8
Israel,2009,404,6731835,Developing,81.5,63.0,1.0,2.55,508.6645438,98.0,5.0,62.6,1.0,96.0,7.46,96.0,0.1,27795.87671,1.2,1.1,0.876,15.6
Israel,2010,480,6849825,Developing,81.7,61.0,1.0,2.63,409.4109292,97.0,23.0,63.0,1.0,95.0,7.36,95.0,0.1,3661.994,1.2,1.1,0.878,15.7
Israel,2011,409,6971495,Developing,81.8,61.0,1.0,2.67,3793.161624,98.0,70.0,63.4,1.0,94.0,7.39,94.0,0.1,33657.15727,1.2,1.1,0.883,15.8
Israel,2012,430,7095360,Developing,81.8,6.0,1.0,2.78,3830.184587,97.0,211.0,63.8,1.0,94.0,7.73,94.0,0.1,32569.59683,1.2,1.1,0.889,15.9
Israel,2013,372,7226008,Developing,82.1,61.0,1.0,2.69,4279.895512,97.0,50.0,64.2,1.0,96.0,7.89,96.0,0.1,36393.66932,1.2,1.1,0.891,15.9
Israel,2014,382,7366252,Developing,82.2,6.0,1.0,2.62,4348.33531,97.0,6.0,64.6,1.0,95.0,7.81,95.0,0.1,37582.84624,1.2,1.1,0.895,16.0
Israel,2015,342,7516180,Developing,82.5,58.0,0.0,,0.0,96.0,80.0,64.9,1.0,95.0,,95.0,0.1,35729.37253,1.2,1.1,0.898,16.0
Italy,2005,3742,55244690,Developed,88.0,66.0,2.0,8.65,4506.255963,96.0,135.0,58.2,2.0,97.0,8.71,95.0,0.1,31959.26215,0.5,0.5,0.851,15.8
Italy,2006,3700,56180672,Developed,81.2,65.0,2.0,8.44,473.1915451,96.0,439.0,58.8,2.0,97.0,8.82,96.0,0.1,3341.7482,0.5,0.5,0.856,16.0
Italy,2007,3757,56583578,Developed,81.3,63.0,2.0,8.37,5228.821581,97.0,321.0,59.4,2.0,97.0,8.48,97.0,0.1,37698.78573,0.5,0.5,0.862,16.1
Italy,2008,3904,57009825,Developed,81.5,61.0,2.0,7.96,66.37840495,96.0,1617.0,59.9,2.0,96.0,8.89,96.0,0.1,464.18465,0.5,0.5,0.866,16.3
Italy,2009,3974,57351830,Developed,81.6,61.0,2.0,7.25,5243.316638,96.0,351.0,6.5,2.0,96.0,9.41,96.0,0.1,36976.84512,0.5,0.5,0.868,16.3
Italy,2010,3989,57637843,Developed,81.8,6.0,2.0,6.95,5219.668802,96.0,372.0,61.0,2.0,96.0,9.42,96.0,0.1,35849.37364,0.5,0.5,0.869,16.4
Italy,2011,4153,56610149,Developed,82.0,6.0,2.0,6.98,5439.691769,96.0,5189.0,61.5,2.0,96.0,9.27,96.0,0.1,38334.68477,0.5,0.5,0.872,16.4
Italy,2012,4257,56795085,Developed,82.0,6.0,2.0,7.49,4793.904924,96.0,376.0,62.1,2.0,96.0,9.28,97.0,0.1,34814.12436,0.5,0.6,0.877,16.6
Italy,2013,4290,57503331,Developed,82.3,58.0,2.0,7.35,483.1916844,96.0,0.0,62.6,2.0,96.0,9.22,96.0,0.1,3537.27441,0.5,0.6,0.876,16.5
Italy,2014,4147,58100676,Developed,82.5,57.0,2.0,7.56,4831.644796,95.0,0.0,63.1,2.0,95.0,9.25,95.0,0.1,35396.66517,0.6,0.6,0.877,16.3
Italy,2015,3988,58117697,Developed,82.7,56.0,1.0,,0.0,93.0,159.0,63.6,2.0,93.0,,93.0,0.1,349.14755,0.6,0.6,0.881,16.3
Jamaica,2005,51,2487169,Developing,73.5,161.0,1.0,3.59,16.97511622,99.0,0.0,46.3,1.0,99.0,4.7,99.0,1.9,482.24762,1.9,1.7,0.706,12.4
Jamaica,2006,0,2512597,Developing,74.0,15.0,1.0,3.63,194.092569,97.0,0.0,47.2,1.0,99.0,4.22,95.0,1.5,4313.1682,1.9,1.7,0.709,12.5
Jamaica,2009,36,2568883,Developing,74.7,142.0,1.0,3.33,235.7067417,9.0,0.0,49.7,1.0,9.0,5.16,9.0,0.6,4293.383274,1.9,1.7,0.721,12.7
Jamaica,2010,3,2586652,Developing,75.0,138.0,1.0,3.55,396.6270975,94.0,0.0,5.5,1.0,94.0,5.3,94.0,0.5,4682.728424,1.8,1.7,0.721,12.7
Jamaica,2011,50,2601037,Developing,75.2,139.0,1.0,3.58,33.17529686,92.0,1.0,51.2,1.0,93.0,5.21,92.0,0.6,513.549487,1.8,1.7,0.722,12.8
Japan,2005,30369,120657507,Developed,82.0,69.0,3.0,7.99,6799.664423,,0.0,24.4,4.0,95.0,8.18,98.0,0.1,37217.64873,1.7,1.5,0.87,14.9
Japan,2006,29769,120702000,Developed,82.4,68.0,3.0,7.49,6502.136974,,520.0,24.9,4.0,95.0,8.19,98.0,0.1,35433.98896,1.7,1.5,0.873,14.9
Japan,2007,30665,120704000,Developed,82.6,67.0,3.0,7.29,6599.995239,,0.0,25.4,4.0,97.0,8.25,98.0,0.1,35275.22843,1.8,1.5,0.877,15.0
Japan,2008,30073,120602000,Developed,82.7,66.0,3.0,7.11,7313.175418,,11015.0,25.9,4.0,98.0,8.6,98.0,0.1,39339.29757,1.8,1.5,0.88,15.0
Japan,2009,30523,120496000,Developed,83.0,64.0,3.0,7.09,899.1785285,,741.0,26.4,4.0,99.0,9.51,97.0,0.1,4855.17564,1.8,1.6,0.881,15.0
Japan,2010,29411,121127267,Developed,83.0,62.0,3.0,6.9,863.0061491,,450.0,26.9,4.0,98.0,9.58,97.0,0.1,4457.67639,1.9,1.6,0.879,15.1
Japan,2011,28766,120927000,Developed,82.5,64.0,3.0,7.39,9498.729062,,434.0,27.4,4.0,96.0,1.7,97.0,0.1,48167.99727,1.9,1.6,0.884,15.1
Japan,2012,26338,120735000,Developed,83.3,58.0,2.0,7.39,121.5869163,,228.0,27.8,3.0,99.0,1.17,97.0,0.1,4863.47665,1.9,1.7,0.889,15.3
Japan,2013,25991,120514000,Developed,83.5,56.0,2.0,7.55,94.43428615,,229.0,28.2,3.0,99.0,1.25,96.0,0.1,4454.44746,2.0,1.7,0.894,15.3
Japan,2014,24357,120274000,Developed,83.5,57.0,2.0,0.01,88.83362243,,462.0,28.6,3.0,99.0,1.23,96.0,0.1,3896.21151,2.0,1.7,0.899,15.3
Japan,2015,23092,120376310,Developed,83.7,55.0,2.0,,0.0,,35.0,29.0,3.0,99.0,,96.0,0.1,34474.13736,2.1,1.8,0.902,15.3
Kazakhstan,2005,3903,13947770,Developing,64.6,294.0,8.0,6.94,351.8603267,94.0,16118.0,46.3,9.0,99.0,4.7,98.0,0.1,3771.278957,2.4,2.5,0.737,13.9
Kazakhstan,2006,4076,14037676,Developing,65.0,295.0,8.0,7.08,76.19868936,99.0,109.0,46.8,9.0,99.0,3.73,99.0,0.1,5291.57565,2.4,2.5,0.747,14.3
Kazakhstan,2007,4141,14125606,Developing,65.3,288.0,8.0,7.44,499.730412,94.0,13.0,47.3,9.0,94.0,3.19,93.0,0.1,6771.414797,2.4,2.5,0.754,14.7
Kazakhstan,2008,3997,14216053,Developing,66.6,258.0,8.0,7.6,708.3285785,99.0,20.0,47.9,9.0,99.0,3.65,99.0,0.1,8513.564645,2.4,2.5,0.758,14.6
Kazakhstan,2009,3838,14370635,Developing,67.8,235.0,7.0,6.64,808.243302,99.0,0.0,48.5,8.0,99.0,4.13,98.0,0.1,7165.2775,2.3,2.5,0.758,14.6
Kazakhstan,2010,3609,14713167,Developing,67.8,236.0,7.0,6.83,11.1516268,99.0,4.0,49.2,8.0,98.0,4.42,99.0,0.1,97.649972,2.3,2.5,0.763,14.5
Kazakhstan,2011,3401,14853350,Developing,68.5,224.0,7.0,6.63,179.170133,99.0,127.0,49.9,7.0,99.0,4.6,99.0,0.1,11634.42422,2.3,2.5,0.766,14.4
Kazakhstan,2012,3240,15023549,Developing,69.1,214.0,6.0,6.82,235.3566066,95.0,55.0,5.6,7.0,98.0,4.32,99.0,0.1,12387.18982,2.4,2.5,0.774,14.7
Kazakhstan,2013,3512,15215382,Developing,69.5,28.0,5.0,6.48,26.4072659,99.0,73.0,51.4,6.0,98.0,4.3,98.0,0.1,1389.8561,2.4,2.5,0.782,15.0
Kazakhstan,2014,3119,15428844,Developing,69.9,22.0,5.0,6.29,24.44473709,95.0,321.0,52.3,5.0,95.0,4.36,95.0,0.1,1286.56511,2.4,2.5,0.789,15.0
Kazakhstan,2015,2872,15646752,Developing,72.0,198.0,4.0,,0.0,98.0,526.0,53.1,5.0,98.0,,98.0,0.1,159.9817,2.4,2.5,0.793,15.0
Kuwait,2005,52,2062968,Developing,73.6,9.0,0.0,0.01,239.5751391,99.0,10.0,66.3,1.0,99.0,2.38,99.0,0.1,3549.26132,3.2,3.1,0.789,14.2
Kuwait,2006,45,2165713,Developing,73.6,89.0,1.0,0.01,2443.444275,99.0,0.0,66.7,1.0,99.0,2.25,99.0,0.1,42717.55725,3.2,3.1,0.787,14.1
Kuwait,2007,51,3074918,Developing,73.7,89.0,1.0,0.03,2555.303869,99.0,0.0,67.1,1.0,99.0,2.13,99.0,0.1,45793.97614,3.2,3.1,0.787,13.9
Kuwait,2008,47,3369394,Developing,73.8,88.0,1.0,0.03,2078.392748,99.0,0.0,67.5,1.0,99.0,1.93,99.0,0.1,55571.9986,3.3,3.1,0.787,13.8
Kuwait,2009,61,3165654,Developing,73.9,87.0,1.0,0.1,3001.628237,99.0,0.0,67.9,1.0,99.0,3.87,99.0,0.1,37567.3121,3.3,3.2,0.788,13.6
Kuwait,2010,39,3281614,Developing,74.0,86.0,1.0,0.01,2009.575605,99.0,13.0,68.4,1.0,98.0,2.76,98.0,0.1,38497.61696,3.3,3.2,0.79,13.5
Kuwait,2011,41,3333698,Developing,74.2,85.0,1.0,0.02,2785.097712,99.0,32.0,69.0,1.0,99.0,2.62,99.0,0.1,48268.5912,3.3,3.2,0.792,13.4
Kuwait,2012,56,3496698,Developing,74.3,84.0,1.0,0.01,2957.973963,98.0,27.0,69.5,1.0,98.0,2.57,98.0,0.1,51264.7134,3.4,3.3,0.794,13.2
Kuwait,2013,41,3574090,Developing,74.5,83.0,1.0,0.01,2792.677582,99.0,62.0,7.2,1.0,99.0,2.56,99.0,0.1,48399.9581,3.4,3.3,0.796,13.1
Kuwait,2014,68,3715284,Developing,74.6,82.0,0.0,0.01,2480.896965,96.0,55.0,7.8,1.0,94.0,3.4,95.0,0.1,42996.4812,3.4,3.4,0.787,13.0
Kyrgyzstan,2005,470,4614533,Developing,66.9,224.0,4.0,2.81,0.0,97.0,53.0,38.0,4.0,98.0,5.82,98.0,0.1,,3.4,3.4,0.612,12.4
Kyrgyzstan,2006,463,4646475,Developing,66.7,234.0,4.0,2.48,0.0,9.0,27.0,38.5,4.0,93.0,6.73,92.0,0.1,,3.3,3.4,0.613,12.5
Kyrgyzstan,2007,482,4668640,Developing,67.2,229.0,4.0,2.77,0.0,94.0,40.0,39.0,4.0,94.0,6.87,94.0,0.1,,3.3,3.4,0.618,12.6
Kyrgyzstan,2008,473,4690924,Developing,67.6,217.0,4.0,2.53,0.0,97.0,16.0,39.5,4.0,95.0,6.7,95.0,0.2,,3.3,3.4,0.624,12.6
Kyrgyzstan,2009,458,4800134,Developing,68.5,21.0,4.0,2.39,0.0,96.0,1.0,4.1,4.0,96.0,6.79,95.0,0.1,,3.3,3.4,0.629,12.4
Kyrgyzstan,2010,500,4837556,Developing,68.8,199.0,4.0,2.73,0.0,96.0,0.0,4.7,4.0,88.0,6.66,96.0,0.1,,3.2,3.3,0.631,12.2
